store_number,store_name,city,county,category_name,year,month,num_transactions,total_bottles,total_sales,total_volume_liters,avg_bottle_price
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2017,5,12,26,673.72,19.39,30.27
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2017,5,102,153,2377.67,190.75,17.52
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2017,5,27,43,468.7,23.16,10.04
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2017,5,17,56,608.82,81.91,11.45
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2017,5,18,35,1128.34,44.62,35.79
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2017,5,5,10,302.15,7.63,28.83
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2017,6,50,87,1873.69,77.47,24.17
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2017,6,11,19,359.57,24.92,19.15
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2017,6,11,32,848.88,43.38,22.58
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2017,6,158,346,2925.36,572.59,9.95
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2017,6,3,6,348.63,4.93,42.97
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2017,6,6,19,526.29,16.05,30.29
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2017,6,18,27,1297.04,14.38,39.78
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2017,6,16,31,322.04,24.99,11.63
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2017,7,14,35,1409.64,47.36,37.78
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2017,7,12,26,357.04,28.41,13.49
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2017,7,3,11,542.59,15.86,43.33
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2017,7,128,225,2255.97,270.75,8.17
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2017,7,3,8,267.29,9.31,35.6
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2017,7,28,70,689.48,69.36,9.57
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2017,7,22,73,912.31,77.13,10.84
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2017,7,9,17,174.16,10.85,11.13
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2017,8,51,83,1607.43,110.48,15.4
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2017,8,12,29,414.67,30.01,12.96
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2017,8,14,39,821.08,44.95,18.29
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2017,8,36,73,2279.6,79.0,35.51
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2017,8,4,16,306.87,27.17,17.09
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2017,8,7,11,535.15,11.36,40.54
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2017,8,54,118,1712.51,172.23,14.14
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2017,8,5,8,339.35,11.62,35.78
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2017,9,13,25,955.39,16.87,36.89
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2017,9,3,7,242.6,5.4,31.48
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2017,9,14,29,628.5,49.28,17.6
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2017,9,35,55,2211.22,53.15,37.11
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2017,9,4,9,275.73,9.86,31.52
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2017,9,8,21,593.51,23.7,26.59
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2017,9,13,32,1225.89,52.53,32.14
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2017,9,12,19,333.84,11.67,18.31
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2017,10,34,66,2208.86,96.11,32.73
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2017,10,2,6,146.93,6.56,19.73
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2017,10,10,26,816.79,22.58,26.33
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2017,10,86,142,2958.13,159.14,18.0
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2017,10,5,8,307.81,12.12,31.7
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2017,10,13,29,599.23,44.37,21.02
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2017,10,29,44,871.0,44.62,23.05
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2017,10,10,17,298.71,18.58,16.68
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2017,11,24,59,1658.56,31.77,28.48
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2017,11,6,11,340.78,14.41,29.18
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2017,11,15,23,820.81,39.74,40.44
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2017,11,46,72,2689.72,52.88,43.72
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2017,11,3,5,204.47,8.14,29.41
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2017,11,10,15,613.01,23.22,43.88
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2017,11,17,55,1263.34,37.41,24.9
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2017,11,3,8,200.89,12.6,19.62
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2017,12,64,101,1676.53,80.03,15.94
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2017,12,9,18,319.94,18.71,19.7
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2017,12,24,59,742.64,70.28,10.66
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2017,12,18,54,2341.39,81.74,40.49
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2017,12,5,15,368.89,9.19,20.29
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2017,12,12,20,647.45,24.6,27.48
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2017,12,75,172,2680.78,276.63,16.6
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2017,12,3,11,222.97,8.99,21.99
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2018,1,27,49,997.37,58.62,18.41
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2018,1,5,9,204.04,14.47,21.34
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2018,1,4,9,355.21,6.36,39.29
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2018,1,53,99,2399.99,102.09,28.88
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2018,1,7,22,200.72,14.64,10.64
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2018,1,4,9,460.4,12.61,42.4
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2018,1,16,40,967.98,44.71,26.23
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2018,1,1,3,136.9,1.52,44.46
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2018,2,22,36,1229.05,25.51,32.58
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2018,2,4,8,221.69,7.14,26.63
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2018,2,27,51,630.9,72.36,13.93
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2018,2,20,33,934.15,51.06,23.45
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2018,2,3,7,211.79,11.22,29.47
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2018,2,4,13,373.03,14.82,30.12
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2018,2,23,35,1252.49,55.89,39.85
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2018,2,4,7,248.55,10.19,31.52
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2018,3,56,116,1213.65,81.38,11.33
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2018,3,1,5,174.34,7.76,26.28
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2018,3,21,35,792.35,51.29,21.74
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2018,3,43,139,2328.33,159.93,19.24
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2018,3,5,11,299.11,10.26,27.32
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2018,3,8,12,491.34,19.42,32.53
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2018,3,59,113,1592.11,116.18,16.45
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2018,3,3,7,234.14,9.12,35.73
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2018,4,53,111,1407.17,108.37,13.64
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2018,4,4,12,249.53,10.71,18.38
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2018,4,13,21,1103.69,13.14,42.84
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2018,4,22,39,1532.6,37.87,33.53
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2018,4,6,17,225.99,11.76,14.28
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2018,4,18,31,612.36,32.65,19.96
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2018,4,23,59,1345.78,35.58,20.68
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2018,4,4,13,195.97,17.04,17.2
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2018,5,14,42,1394.75,27.2,31.32
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2018,5,13,21,159.2,20.27,8.54
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2018,5,8,18,834.57,19.12,39.32
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2018,5,87,172,1661.28,132.08,9.48
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2018,5,6,12,508.77,18.85,39.16
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2018,5,24,51,511.21,81.12,11.85
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2018,5,24,49,1926.16,50.75,40.85
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2018,5,4,8,269.18,5.52,30.74
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2018,6,13,32,1265.86,54.77,41.62
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2018,6,4,9,329.75,15.28,30.23
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2018,6,15,24,735.4,22.18,34.28
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2018,6,52,156,2493.98,262.73,14.97
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2018,6,3,8,318.92,10.89,36.31
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2018,6,4,14,714.82,23.27,42.13
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2018,6,29,78,1097.19,108.87,15.74
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2018,6,10,22,392.91,17.72,17.99
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2018,7,17,44,1553.4,27.3,34.52
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2018,7,6,12,504.77,16.58,36.57
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2018,7,19,53,1025.32,88.78,17.19
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2018,7,29,90,2877.17,118.31,37.93
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2018,7,7,17,329.93,20.28,18.92
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2018,7,12,25,530.35,25.51,19.64
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2018,7,22,55,1428.19,88.11,29.27
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2018,7,5,12,272.26,8.73,21.84
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2018,8,21,50,1424.45,61.2,24.86
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2018,8,1,5,233.62,5.78,31.71
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2018,8,11,23,844.92,26.73,36.76
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2018,8,70,149,4835.56,81.19,31.47
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2018,8,6,18,539.23,24.6,30.58
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2018,8,5,9,429.66,5.26,41.24
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2018,8,33,53,1895.94,92.29,37.55
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2018,8,9,14,451.83,21.28,24.59
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2018,9,19,33,1209.16,34.32,39.69
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2018,9,14,21,269.09,25.09,14.14
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2018,9,10,29,822.87,49.02,24.08
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2018,9,16,51,1947.5,70.49,44.76
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2018,9,2,6,261.95,6.07,33.26
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2018,9,9,17,612.67,10.5,32.19
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2018,9,18,39,1356.01,64.69,38.11
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2018,9,4,10,373.16,12.64,40.16
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2018,10,18,55,1558.94,56.09,29.61
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2018,10,1,3,201.56,2.97,44.64
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2018,10,10,21,1097.47,15.95,43.27
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2018,10,40,60,3087.29,92.81,41.41
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2018,10,8,15,259.43,11.94,16.23
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2018,10,4,14,453.3,12.6,35.7
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2018,10,16,41,1431.75,63.59,28.92
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2018,10,5,16,328.86,21.19,17.89
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2018,11,21,60,1716.11,37.76,26.28
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2018,11,4,10,379.29,6.88,35.95
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2018,11,52,78,840.49,70.35,9.11
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2018,11,31,62,2809.45,101.97,38.88
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2018,11,6,13,340.85,14.61,28.19
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2018,11,10,33,1008.69,31.72,27.88
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2018,11,26,54,1365.79,81.39,22.58
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2018,11,2,6,237.88,6.4,36.16
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2018,12,61,116,1426.08,108.3,14.31
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2018,12,1,4,246.24,3.46,41.56
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2018,12,22,43,1147.91,31.56,25.21
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2018,12,38,118,2743.68,201.89,22.7
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2018,12,6,13,576.0,16.28,42.33
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2018,12,11,28,727.73,35.94,22.28
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2018,12,74,152,1570.86,192.71,10.59
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2018,12,7,11,406.84,17.19,42.01
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2019,1,98,200,1499.96,295.68,8.84
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2019,1,2,6,181.53,4.83,29.7
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2019,1,4,9,325.35,6.22,38.28
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2019,1,104,153,2514.11,94.53,15.01
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2019,1,19,39,418.36,64.43,10.66
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2019,1,13,22,455.54,21.42,20.78
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2019,1,21,41,946.05,46.18,22.75
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2019,1,1,4,153.29,3.95,25.22
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2019,2,37,56,1485.21,68.02,26.01
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2019,2,2,5,159.01,7.27,31.59
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2019,2,12,28,717.88,41.81,20.63
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2019,2,59,86,2604.41,133.53,34.19
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2019,2,7,15,324.43,10.89,25.33
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2019,2,7,12,526.28,17.91,43.75
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2019,2,16,37,1306.37,55.53,38.26
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2019,2,2,3,196.63,4.35,43.27
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2019,3,20,41,795.17,42.99,17.88
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2019,3,4,10,231.4,15.56,21.56
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2019,3,15,39,1255.68,64.53,35.78
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2019,3,65,126,1436.57,148.6,12.7
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2019,3,12,27,396.15,39.46,11.52
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2019,3,18,26,592.96,27.9,23.88
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2019,3,53,129,1710.49,183.69,13.68
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2019,3,3,6,215.05,4.4,33.01
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2019,4,14,41,1380.82,48.89,38.57
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2019,4,4,8,266.8,13.1,36.44
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2019,4,9,14,588.86,11.92,31.64
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2019,4,29,59,2436.23,63.16,43.96
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2019,4,7,22,204.17,36.88,9.19
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2019,4,14,24,838.04,27.23,28.79
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2019,4,24,48,1773.69,80.92,32.84
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2019,4,7,12,262.85,15.85,19.17
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2019,5,15,28,1040.07,39.44,32.87
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2019,5,2,5,212.53,5.82,39.46
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2019,5,8,23,694.58,29.68,24.96
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2019,5,35,107,2402.64,63.86,21.38
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2019,5,5,9,320.96,9.14,31.19
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2019,5,7,13,504.85,18.76,40.17
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2019,5,25,39,1340.0,27.59,40.4
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2019,5,5,9,352.45,7.54,31.4
2000,Hy-Vee #2000,Des Moines,Polk,SPICED RUM,2019,6,65,166,1710.95,90.76,11.99
2000,Hy-Vee #2000,Des Moines,Polk,SINGLE MALT SCOTCH,2019,6,6,11,215.24,7.94,22.75
2000,Hy-Vee #2000,Des Moines,Polk,IMPORTED VODKA,2019,6,11,20,926.26,21.53,42.11
2000,Hy-Vee #2000,Des Moines,Polk,VODKA 80 PROOF,2019,6,74,136,2852.94,73.98,24.5
2000,Hy-Vee #2000,Des Moines,Polk,WHITE RUM,2019,6,13,27,384.4,39.02,16.54
2000,Hy-Vee #2000,Des Moines,Polk,TENNESSEE WHISKIES,2019,6,5,10,510.09,7.7,40.15
2000,Hy-Vee #2000,Des Moines,Polk,STRAIGHT BOURBON WHISKIES,2019,6,129,200,1925.08,272.19,9.19
2000,Hy-Vee #2000,Des Moines,Polk,COFFEE LIQUEURS,2019,6,6,16,245.45,17.08,14.0
