num_transactions,total_bottles,total_volume_liters,avg_bottle_price,month_sin,month_cos,log_volume,cat_BLENDED WHISKIES,cat_CANADIAN WHISKIES,cat_IMPORTED VODKA,cat_Other,cat_SCOTCH WHISKIES,cat_SPICED RUM,cat_STRAIGHT BOURBON WHISKIES,cat_TENNESSEE WHISKIES,cat_TEQUILA,cat_VODKA 80 PROOF,cat_WHISKEY LIQUEUR
36,81,50.08,19.87,1.0,6.123233995736766e-17,3.9333930311643384,0,0,0,0,0,0,0,0,0,1,0
31,54,45.83,20.83,0.8660254037844387,-0.4999999999999998,3.8465240231954505,0,1,0,0,0,0,0,0,0,0,0
39,69,67.43,44.04,0.49999999999999994,0.8660254037844387,4.225811324964407,0,0,0,0,0,0,0,0,0,0,1
1,6,5.61,41.07,-1.0,-1.8369701987210297e-16,1.888583653863595,0,0,0,1,0,0,0,0,0,0,0
54,104,113.57,18.36,-0.8660254037844386,0.5000000000000001,4.741185989905534,0,1,0,0,0,0,0,0,0,0,0
3,6,7.25,38.99,-1.0,-1.8369701987210297e-16,2.1102132003465894,0,0,0,1,0,0,0,0,0,0,0
13,19,23.92,42.69,0.49999999999999994,-0.8660254037844387,3.2156706939192525,1,0,0,0,0,0,0,0,0,0,0
4,9,9.7,8.79,0.8660254037844386,0.5000000000000001,2.3702437414678603,0,0,0,1,0,0,0,0,0,0,0
15,38,29.23,18.3,-1.0,-1.8369701987210297e-16,3.408834808791367,0,0,0,0,0,0,0,0,0,0,1
12,19,24.83,14.15,-0.5000000000000004,0.8660254037844384,3.251536607107749,0,0,0,0,0,1,0,0,0,0,0
36,58,76.24,18.53,1.0,6.123233995736766e-17,4.346917457560314,1,0,0,0,0,0,0,0,0,0,0
36,75,105.58,17.44,-0.8660254037844384,-0.5000000000000004,4.668895876868636,0,0,0,0,0,1,0,0,0,0,0
14,32,27.21,32.34,-2.4492935982947064e-16,1.0,3.339676525013905,0,0,0,0,0,1,0,0,0,0,0
19,28,19.37,41.16,-0.5000000000000004,0.8660254037844384,3.0140632302387145,0,0,0,0,0,0,1,0,0,0,0
3,9,7.29,39.21,-2.4492935982947064e-16,1.0,2.115049969147204,0,0,0,1,0,0,0,0,0,0,0
5,13,8.5,23.84,0.8660254037844387,-0.4999999999999998,2.2512917986064953,0,0,0,1,0,0,0,0,0,0,0
3,5,5.29,38.24,0.8660254037844387,-0.4999999999999998,1.8389610707123492,0,0,0,0,0,0,0,1,0,0,0
2,7,5.27,29.34,-2.4492935982947064e-16,1.0,1.8357763546448291,0,0,0,1,0,0,0,0,0,0,0
58,110,160.44,16.0,0.49999999999999994,0.8660254037844387,5.084133556605299,0,0,0,0,0,0,0,0,0,0,1
178,327,486.39,16.9,1.2246467991473532e-16,-1.0,6.189064623951494,0,0,0,0,0,0,0,0,0,1,0
34,95,49.48,13.87,-1.0,-1.8369701987210297e-16,3.9215772182329576,0,0,0,0,0,0,0,0,0,0,1
13,27,41.81,31.25,-2.4492935982947064e-16,1.0,3.7567717201568547,0,0,0,0,0,0,0,1,0,0,0
32,60,64.22,8.75,-0.8660254037844384,-0.5000000000000004,4.177766170361173,1,0,0,0,0,0,0,0,0,0,0
48,78,123.99,24.23,-0.8660254037844386,0.5000000000000001,4.82823373410213,0,1,0,0,0,0,0,0,0,0,0
4,9,11.89,24.08,0.8660254037844387,-0.4999999999999998,2.556451816951096,0,0,0,1,0,0,0,0,0,0,0
33,52,63.57,24.5,-1.0,-1.8369701987210297e-16,4.167749906638376,1,0,0,0,0,0,0,0,0,0,0
13,20,10.06,23.43,0.49999999999999994,-0.8660254037844387,2.4033349960941885,0,0,0,0,0,1,0,0,0,0,0
3,10,10.15,37.12,0.49999999999999994,-0.8660254037844387,2.4114394979061275,0,0,0,0,0,0,0,0,1,0,0
5,13,8.26,44.03,1.0,6.123233995736766e-17,2.225704048658088,0,0,0,0,0,0,0,1,0,0,0
5,10,11.28,36.87,-0.8660254037844386,0.5000000000000001,2.5079719227189963,0,0,0,1,0,0,0,0,0,0,0
1,3,2.15,40.41,1.0,6.123233995736766e-17,1.1474024528375417,0,0,0,1,0,0,0,0,0,0,0
8,14,14.34,18.7,0.8660254037844386,0.5000000000000001,2.73046379593911,0,0,0,0,1,0,0,0,0,0,0
10,25,32.99,36.04,0.8660254037844387,-0.4999999999999998,3.5260663637080247,0,0,0,0,0,0,0,0,1,0,0
21,36,23.82,39.74,-0.8660254037844384,-0.5000000000000004,3.211649779776461,0,1,0,0,0,0,0,0,0,0,0
4,12,16.44,27.55,1.0,6.123233995736766e-17,2.8587664184808337,0,0,0,0,1,0,0,0,0,0,0
5,10,12.17,33.43,0.49999999999999994,0.8660254037844387,2.5779415157551897,0,0,0,1,0,0,0,0,0,0,0
3,9,11.39,26.33,-0.8660254037844386,0.5000000000000001,2.5168896956410514,0,0,0,1,0,0,0,0,0,0,0
3,6,9.27,42.22,0.8660254037844386,0.5000000000000001,2.329227023940467,1,0,0,0,0,0,0,0,0,0,0
13,23,27.36,20.34,-0.5000000000000004,0.8660254037844384,3.344979701663927,0,0,0,0,0,1,0,0,0,0,0
10,18,22.36,44.18,-0.8660254037844386,0.5000000000000001,3.151025157960026,0,0,0,0,0,1,0,0,0,0,0
8,14,19.53,36.5,0.8660254037844386,0.5000000000000001,3.0218872310308424,0,0,1,0,0,0,0,0,0,0,0
7,23,21.06,27.07,-0.8660254037844384,-0.5000000000000004,3.0937660138253564,0,0,0,0,0,0,1,0,0,0,0
37,105,55.49,38.72,-2.4492935982947064e-16,1.0,4.034063631337171,0,0,0,0,0,0,0,0,0,1,0
7,13,10.53,20.74,0.8660254037844387,-0.4999999999999998,2.4449523342809676,0,0,0,1,0,0,0,0,0,0,0
12,36,41.11,18.61,-0.8660254037844384,-0.5000000000000004,3.7402852421738366,0,0,0,0,0,0,1,0,0,0,0
70,177,144.68,9.59,1.0,6.123233995736766e-17,4.981412435419353,0,1,0,0,0,0,0,0,0,0,0
6,13,22.3,16.01,1.0,6.123233995736766e-17,3.148453360571655,0,0,0,1,0,0,0,0,0,0,0
50,83,51.18,14.92,0.49999999999999994,0.8660254037844387,3.9546992797085823,0,0,0,0,0,0,0,0,0,0,1
7,25,27.66,27.03,-0.8660254037844386,0.5000000000000001,3.3555024224000256,0,0,0,1,0,0,0,0,0,0,0
40,110,87.23,12.1,-0.5000000000000004,0.8660254037844384,4.479947041234014,0,0,0,0,0,0,0,0,0,0,1
27,76,49.64,8.22,0.49999999999999994,0.8660254037844387,3.9247417778359206,0,0,0,0,0,0,0,0,1,0,0
48,74,71.29,31.57,1.2246467991473532e-16,-1.0,4.280685807012206,1,0,0,0,0,0,0,0,0,0,0
15,25,12.91,30.79,0.49999999999999994,0.8660254037844387,2.6326080059353516,0,0,1,0,0,0,0,0,0,0,0
2,7,4.73,25.71,-0.8660254037844384,-0.5000000000000004,1.7457155307266483,0,0,0,1,0,0,0,0,0,0,0
16,31,24.99,11.63,1.2246467991473532e-16,-1.0,3.2577118486533987,0,0,0,1,0,0,0,0,0,0,0
10,16,18.39,16.92,-0.5000000000000004,0.8660254037844384,2.9647574692545606,0,0,0,1,0,0,0,0,0,0,0
6,19,10.75,28.56,-0.4999999999999997,-0.8660254037844388,2.463853240590168,0,0,0,1,0,0,0,0,0,0,0
24,41,35.62,44.48,1.2246467991473532e-16,-1.0,3.6005945392463645,0,0,0,0,0,1,0,0,0,0,0
10,29,37.61,43.72,-0.8660254037844384,-0.5000000000000004,3.653511310276145,0,0,0,0,0,0,0,0,1,0,0
23,46,77.36,37.6,0.49999999999999994,0.8660254037844387,4.36131359307634,0,1,0,0,0,0,0,0,0,0,0
9,14,22.31,25.86,0.49999999999999994,0.8660254037844387,3.1488824530476656,0,0,0,1,0,0,0,0,0,0,0
19,59,33.42,36.17,-0.8660254037844384,-0.5000000000000004,3.5386377907833935,0,0,0,0,0,0,0,0,0,1,0
1,4,5.36,36.68,0.49999999999999994,0.8660254037844387,1.8500283773520307,0,0,0,1,0,0,0,0,0,0,0
3,8,9.44,43.31,0.8660254037844386,0.5000000000000001,2.3456445824544927,0,0,0,0,0,0,0,0,0,0,1
76,117,100.12,24.11,-0.4999999999999997,-0.8660254037844388,4.6163079303985475,0,0,0,0,0,0,0,0,0,1,0
3,11,9.66,38.67,0.8660254037844387,-0.4999999999999998,2.3664984187376987,0,0,0,1,0,0,0,0,0,0,0
38,69,97.99,16.17,-1.0,-1.8369701987210297e-16,4.595018834931716,0,0,0,0,0,0,0,0,0,0,1
10,15,11.21,41.86,1.0,6.123233995736766e-17,2.502255288122613,0,0,0,0,0,1,0,0,0,0,0
1,3,3.41,41.01,0.8660254037844387,-0.4999999999999998,1.4838746894587547,0,0,0,1,0,0,0,0,0,0,0
13,24,28.39,25.09,0.49999999999999994,-0.8660254037844387,3.380654480430826,0,0,0,0,0,0,0,1,0,0,0
3,7,5.61,28.07,-0.5000000000000004,0.8660254037844384,1.888583653863595,0,0,0,0,1,0,0,0,0,0,0
22,35,42.37,39.54,0.8660254037844386,0.5000000000000001,3.7697679578472747,0,0,0,0,0,0,1,0,0,0,0
19,41,50.32,43.18,1.2246467991473532e-16,-1.0,3.938080539747436,0,0,0,0,0,0,0,0,0,0,1
41,70,39.88,18.8,-0.8660254037844386,0.5000000000000001,3.7106409458954492,0,1,0,0,0,0,0,0,0,0,0
2,5,4.81,43.95,-0.8660254037844384,-0.5000000000000004,1.75958057086382,0,0,0,1,0,0,0,0,0,0,0
6,13,11.66,36.43,1.0,6.123233995736766e-17,2.5384474167160302,1,0,0,0,0,0,0,0,0,0,0
3,9,15.7,41.43,0.49999999999999994,0.8660254037844387,2.8154087194227095,1,0,0,0,0,0,0,0,0,0,0
2,7,6.13,28.38,-0.4999999999999997,-0.8660254037844388,1.9643112344262046,0,0,0,1,0,0,0,0,0,0,0
12,25,29.73,14.65,-2.4492935982947064e-16,1.0,3.425239376142393,0,0,0,0,0,0,0,1,0,0,0
60,136,145.63,16.96,1.2246467991473532e-16,-1.0,4.987912406988988,0,0,0,0,0,0,0,0,0,1,0
15,41,26.04,14.38,0.49999999999999994,0.8660254037844387,3.2973172511747633,0,0,0,0,0,0,0,1,0,0,0
65,114,151.13,21.32,-1.0,-1.8369701987210297e-16,5.0247354184750375,0,0,0,0,0,0,0,0,0,0,1
6,22,13.87,11.35,1.0,6.123233995736766e-17,2.6993457604720636,0,0,0,0,1,0,0,0,0,0,0
101,173,291.37,10.88,-2.4492935982947064e-16,1.0,5.678020123432761,0,0,0,0,0,0,1,0,0,0,0
15,26,34.68,16.12,0.49999999999999994,0.8660254037844387,3.5745903077118086,1,0,0,0,0,0,0,0,0,0,0
1,2,1.6,30.97,0.49999999999999994,0.8660254037844387,0.9555114450274365,0,0,0,1,0,0,0,0,0,0,0
29,82,81.73,18.09,1.0,6.123233995736766e-17,4.415582293202092,0,0,0,0,0,0,0,0,1,0,0
29,92,140.6,10.05,0.8660254037844387,-0.4999999999999998,4.953006181259619,0,0,0,0,0,0,0,0,0,0,1
9,29,18.9,37.75,-0.4999999999999997,-0.8660254037844388,2.990719731730447,0,0,0,0,0,1,0,0,0,0,0
32,51,88.59,8.28,0.49999999999999994,-0.8660254037844387,4.495243706609487,0,0,0,1,0,0,0,0,0,0,0
16,31,38.12,38.75,0.49999999999999994,0.8660254037844387,3.6666338451666167,0,0,0,0,0,1,0,0,0,0,0
79,134,188.33,22.9,-0.5000000000000004,0.8660254037844384,5.2434915242642575,0,1,0,0,0,0,0,0,0,0,0
9,14,11.32,26.71,-0.8660254037844384,-0.5000000000000004,2.511223958105374,0,0,0,1,0,0,0,0,0,0,0
87,144,145.25,11.11,0.8660254037844387,-0.4999999999999998,4.985317486111966,0,0,0,0,0,1,0,0,0,0,0
14,46,68.59,29.46,-1.0,-1.8369701987210297e-16,4.2426208788567585,0,0,0,0,0,1,0,0,0,0,0
29,55,28.2,20.37,0.49999999999999994,0.8660254037844387,3.374168709274236,0,0,0,0,0,1,0,0,0,0,0
8,18,16.25,41.91,0.49999999999999994,-0.8660254037844387,2.847812143477369,0,0,0,1,0,0,0,0,0,0,0
10,25,25.96,19.44,0.49999999999999994,0.8660254037844387,3.2943542860441064,0,0,0,1,0,0,0,0,0,0,0
20,37,56.35,16.53,-0.8660254037844386,0.5000000000000001,4.04917284357538,0,0,0,0,0,0,0,0,1,0,0
56,133,147.32,33.59,-0.4999999999999997,-0.8660254037844388,4.999372101817545,0,0,0,0,0,0,0,0,0,1,0
19,53,88.78,17.19,-0.4999999999999997,-0.8660254037844388,4.497362233353786,0,0,1,0,0,0,0,0,0,0,0
7,23,38.1,31.23,-0.8660254037844384,-0.5000000000000004,3.66612246699132,0,0,0,0,0,0,0,1,0,0,0
3,8,5.17,24.09,1.2246467991473532e-16,-1.0,1.8196988379172965,0,0,0,1,0,0,0,0,0,0,0
23,35,19.47,42.58,0.8660254037844386,0.5000000000000001,3.018960399673198,0,0,0,0,0,0,0,0,0,0,1
12,18,19.08,15.09,-0.4999999999999997,-0.8660254037844388,2.9997242948235283,0,0,0,1,0,0,0,0,0,0,0
34,66,110.71,8.19,-0.5000000000000004,0.8660254037844384,4.715906227582757,0,0,0,1,0,0,0,0,0,0,0
28,64,72.8,18.45,1.2246467991473532e-16,-1.0,4.301358731606427,0,0,0,0,0,1,0,0,0,0,0
6,11,5.8,43.73,-2.4492935982947064e-16,1.0,1.916922612182061,0,0,0,1,0,0,0,0,0,0,0
10,30,43.87,22.93,0.49999999999999994,-0.8660254037844387,3.803769419987892,0,0,0,1,0,0,0,0,0,0,0
15,23,18.76,44.43,0.49999999999999994,-0.8660254037844387,2.983659692319722,0,0,1,0,0,0,0,0,0,0,0
69,139,223.71,21.86,-0.5000000000000004,0.8660254037844384,5.414810681983841,0,0,0,0,0,0,0,0,0,1,0
3,7,5.57,19.89,0.8660254037844386,0.5000000000000001,1.8825138324965192,0,0,0,1,0,0,0,0,0,0,0
66,207,199.58,12.38,-0.8660254037844386,0.5000000000000001,5.301213169660063,0,0,0,0,0,1,0,0,0,0,0
5,17,24.71,33.58,-0.5000000000000004,0.8660254037844384,3.246880021277798,0,0,1,0,0,0,0,0,0,0,0
38,90,100.26,21.28,-2.4492935982947064e-16,1.0,4.617691466541763,0,0,1,0,0,0,0,0,0,0,0
16,49,78.44,18.07,0.49999999999999994,-0.8660254037844387,4.375002019736917,1,0,0,0,0,0,0,0,0,0,0
517,890,1279.72,8.26,-0.5000000000000004,0.8660254037844384,7.1551776987698394,0,0,0,0,0,0,0,0,0,1,0
61,110,190.83,8.98,-2.4492935982947064e-16,1.0,5.256609563148246,0,0,0,0,0,0,0,0,0,0,1
22,41,64.85,10.29,1.2246467991473532e-16,-1.0,4.18737942818929,0,0,0,1,0,0,0,0,0,0,0
36,81,65.24,18.48,0.49999999999999994,-0.8660254037844387,4.193284510077004,0,0,0,0,0,0,0,0,1,0,0
9,19,14.91,19.66,-0.4999999999999997,-0.8660254037844388,2.7669478423496954,0,0,0,0,0,0,0,0,1,0,0
24,41,38.47,37.31,0.49999999999999994,-0.8660254037844387,3.675540889674756,0,0,0,0,0,1,0,0,0,0,0
19,42,34.9,31.88,-0.5000000000000004,0.8660254037844384,3.580737295494233,0,0,0,0,0,0,0,1,0,0,0
52,83,76.17,19.09,-0.4999999999999997,-0.8660254037844388,4.346010780469512,0,0,0,1,0,0,0,0,0,0,0
11,27,15.71,30.23,-0.8660254037844386,0.5000000000000001,2.8160073426073025,1,0,0,0,0,0,0,0,0,0,0
28,65,64.78,10.76,-0.8660254037844386,0.5000000000000001,4.186315840760911,1,0,0,0,0,0,0,0,0,0,0
27,86,131.97,16.41,0.49999999999999994,0.8660254037844387,4.890123538868615,0,0,0,0,0,1,0,0,0,0,0
17,33,25.13,15.58,-1.0,-1.8369701987210297e-16,3.263084079532521,1,0,0,0,0,0,0,0,0,0,0
27,58,59.99,29.03,1.2246467991473532e-16,-1.0,4.110709916308365,0,0,0,0,0,0,0,0,0,0,1
4,11,10.96,44.08,-0.8660254037844384,-0.5000000000000004,2.481567748522486,0,0,0,1,0,0,0,0,0,0,0
2,4,6.16,33.55,-1.0,-1.8369701987210297e-16,1.9685099809725544,0,0,0,1,0,0,0,0,0,0,0
25,56,92.22,31.75,0.49999999999999994,0.8660254037844387,4.534962290944595,0,0,0,0,0,0,0,0,0,1,0
1,3,3.47,24.09,-0.8660254037844384,-0.5000000000000004,1.4973884086254774,0,0,0,1,0,0,0,0,0,0,0
3,5,5.22,39.26,-2.4492935982947064e-16,1.0,1.827769906751088,0,0,0,0,1,0,0,0,0,0,0
10,25,31.48,14.82,0.8660254037844387,-0.4999999999999998,3.4806245152934774,0,0,0,1,0,0,0,0,0,0,0
35,97,122.15,18.82,1.2246467991473532e-16,-1.0,4.813403124566547,0,0,0,0,0,0,0,0,0,0,1
46,81,88.87,25.23,1.2246467991473532e-16,-1.0,4.498364181670282,0,0,0,0,0,1,0,0,0,0,0
9,14,15.35,17.98,1.0,6.123233995736766e-17,2.794227897343262,0,0,0,0,1,0,0,0,0,0,0
5,9,12.39,40.14,-1.0,-1.8369701987210297e-16,2.5945081597030812,0,0,0,1,0,0,0,0,0,0,0
1,4,5.89,44.06,1.0,6.123233995736766e-17,1.9300710850255671,0,0,0,1,0,0,0,0,0,0,0
6,10,13.81,42.27,-0.8660254037844384,-0.5000000000000004,2.6953026282797072,0,0,0,1,0,0,0,0,0,0,0
21,36,28.7,25.88,-1.0,-1.8369701987210297e-16,3.391147045808654,0,0,0,0,0,0,1,0,0,0,0
9,25,34.22,44.84,0.8660254037844386,0.5000000000000001,3.56161410306806,0,0,1,0,0,0,0,0,0,0,0
6,20,32.22,26.41,0.8660254037844387,-0.4999999999999998,3.503152104185149,0,0,0,1,0,0,0,0,0,0,0
73,108,162.47,25.54,0.49999999999999994,-0.8660254037844387,5.096629487263117,0,0,0,0,0,1,0,0,0,0,0
27,63,87.59,14.69,-0.8660254037844386,0.5000000000000001,4.484018984423941,0,1,0,0,0,0,0,0,0,0,0
5,9,5.69,23.29,-0.8660254037844386,0.5000000000000001,1.900613874140137,0,0,0,1,0,0,0,0,0,0,0
1,3,2.25,39.85,-0.5000000000000004,0.8660254037844384,1.1786549963416462,0,0,0,1,0,0,0,0,0,0,0
67,181,227.16,12.58,-2.4492935982947064e-16,1.0,5.430047137225931,0,0,0,0,0,0,0,0,0,0,1
10,22,24.55,29.08,-0.8660254037844384,-0.5000000000000004,3.2406373166497136,0,0,0,0,0,0,0,1,0,0,0
2,6,4.96,42.8,-0.8660254037844386,0.5000000000000001,1.7850704810772584,0,0,0,1,0,0,0,0,0,0,0
9,15,17.32,25.3,1.0,6.123233995736766e-17,2.9079933592459843,0,0,0,1,0,0,0,0,0,0,0
13,30,16.8,39.84,-2.4492935982947064e-16,1.0,2.8791984572980396,0,0,0,0,0,1,0,0,0,0,0
18,30,42.59,19.35,0.8660254037844387,-0.4999999999999998,3.774827766250301,0,0,0,0,0,0,0,1,0,0,0
4,9,10.06,28.79,1.2246467991473532e-16,-1.0,2.4033349960941885,0,0,0,0,1,0,0,0,0,0,0
7,19,20.74,32.91,-0.5000000000000004,0.8660254037844384,3.0791538816930633,0,0,0,0,0,0,0,1,0,0,0
2,7,8.71,44.37,1.2246467991473532e-16,-1.0,2.2731562823032334,0,0,0,0,0,0,0,1,0,0,0
2,5,8.61,34.7,0.8660254037844386,0.5000000000000001,2.262804222982201,0,0,0,1,0,0,0,0,0,0,0
42,132,75.23,8.64,0.8660254037844387,-0.4999999999999998,4.333755086000182,0,0,0,0,0,0,0,1,0,0,0
1,4,3.2,34.96,-0.4999999999999997,-0.8660254037844388,1.4350845252893227,0,0,0,1,0,0,0,0,0,0,0
5,17,20.87,38.58,-0.5000000000000004,0.8660254037844384,3.0851158346886765,0,0,1,0,0,0,0,0,0,0,0
9,17,13.68,32.07,-1.0,-1.8369701987210297e-16,2.6864860231863696,0,0,0,0,0,0,0,1,0,0,0
13,43,34.37,13.4,-0.8660254037844384,-0.5000000000000004,3.5658640032173894,0,0,0,1,0,0,0,0,0,0,0
8,23,25.62,23.05,0.49999999999999994,-0.8660254037844387,3.2816628129669656,0,0,0,1,0,0,0,0,0,0,0
3,5,6.63,43.32,0.8660254037844386,0.5000000000000001,2.0320878452963655,0,0,0,1,0,0,0,0,0,0,0
59,99,79.01,17.07,-2.4492935982947064e-16,1.0,4.382151626862033,0,0,0,0,0,0,1,0,0,0,0
2,7,4.99,36.35,-2.4492935982947064e-16,1.0,1.790091412127358,0,0,0,1,0,0,0,0,0,0,0
10,16,20.62,40.44,1.0,6.123233995736766e-17,3.073618812211062,0,0,0,0,0,0,0,0,1,0,0
2,5,4.4,32.48,0.49999999999999994,0.8660254037844387,1.6863989535702286,0,0,0,1,0,0,0,0,0,0,0
44,72,47.28,16.85,0.8660254037844386,0.5000000000000001,3.8770173962293306,0,0,0,0,0,0,0,1,0,0,0
4,8,13.28,28.43,0.8660254037844386,0.5000000000000001,2.658859956911438,0,0,0,1,0,0,0,0,0,0,0
5,8,10.32,32.51,-0.8660254037844384,-0.5000000000000004,2.4265710727750367,0,0,0,1,0,0,0,0,0,0,0
8,18,28.66,15.63,1.2246467991473532e-16,-1.0,3.389799336709786,0,0,0,1,0,0,0,0,0,0,0
4,14,17.94,38.06,0.49999999999999994,-0.8660254037844387,2.9412760877579323,1,0,0,0,0,0,0,0,0,0,0
9,27,32.09,23.19,0.49999999999999994,0.8660254037844387,3.499231121933521,0,0,0,1,0,0,0,0,0,0,0
7,12,12.97,21.14,1.2246467991473532e-16,-1.0,2.6369121732688705,0,0,0,1,0,0,0,0,0,0,0
42,63,35.21,14.73,1.2246467991473532e-16,-1.0,3.58933532377755,1,0,0,0,0,0,0,0,0,0,0
21,38,51.29,38.68,1.2246467991473532e-16,-1.0,3.956805148200039,0,0,0,0,0,0,0,0,0,1,0
